avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,satisfaction,status,tenure,last_evaluation_missing,underperformer,unhappy,overachiever,department_IT,department_Missing,department_admin,department_engineering,department_finance,department_management,department_marketing,department_procurement,department_product,department_sales,department_support,salary_high,salary_low,salary_medium
154,0.0,0.0,2,0.0,0.422224873681,1,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
259,0.0,0.763606785571,2,0.0,0.787468036595,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
136,0.0,0.0,3,0.0,0.441057742416,0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
176,0.0,0.0,3,0.0,0.871386303936,0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
231,0.0,0.937508765506,4,0.0,0.668369478474,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
109,1.0,0.79806865971,3,0.0,0.5378283407,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
130,1.0,0.716030369805,6,0.0,0.17545398857,0,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
163,0.0,0.550433958621,2,0.0,0.544376725538,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
184,0.0,0.762948071371,4,0.0,0.61761099451,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
268,0.0,0.943844634761,3,0.0,0.936081051349,0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
188,0.0,0.862307681863,3,0.0,1.0,0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
107,0.0,0.474348552013,2,0.0,0.615676166623,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
156,0.0,0.621111081488,3,0.0,0.428014178318,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
234,1.0,0.861565035066,4,0.0,0.627199942868,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
127,0.0,0.0,5,0.0,0.834380141441,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
282,0.0,0.723354974146,5,0.0,0.213991819262,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
133,0.0,0.971212666951,3,0.0,0.81881990402,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
270,0.0,0.475292596644,6,0.0,0.150336701933,0,5.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
184,0.0,1.0,5,0.0,0.297124011916,0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
132,0.0,0.495013019585,2,0.0,0.438559831841,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126,1.0,0.821486564704,3,0.0,0.772891198476,0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
139,0.0,0.856088542854,4,0.0,0.683456025422,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
308,0.0,0.863262837113,7,0.0,0.124350225113,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
147,0.0,0.0,2,0.0,0.401974706734,1,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
274,0.0,0.842357312745,5,0.0,0.803068372458,1,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
278,0.0,0.766255776106,7,0.0,0.148641753756,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
156,0.0,0.988904841707,4,0.0,0.456248436343,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
185,0.0,0.598749268628,4,0.0,0.869204283803,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
263,0.0,0.744946770195,6,0.0,0.759619999861,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
260,0.0,0.765783959048,5,0.0,0.711329117452,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
224,0.0,0.561019606401,5,0.0,0.905668551956,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
224,0.0,0.910270844185,4,0.0,0.615978243951,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
135,0.0,0.533361920913,2,0.0,0.388070140261,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
147,0.0,0.713746663503,2,0.0,0.967868020835,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
245,0.0,0.932526593689,7,0.0,0.0611736227462,1,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
203,1.0,0.494479274509,3,0.0,0.492376555226,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
235,1.0,0.73584977947,4,0.0,0.928861452039,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
187,0.0,0.734682887881,3,0.0,0.213485171732,0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
132,0.0,0.535231622309,2,0.0,0.42982208453,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
258,0.0,0.813773773076,7,0.0,0.146593184754,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
165,0.0,0.522047696785,4,0.0,0.851394379473,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
146,0.0,0.531577278913,2,0.0,0.401953818946,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
159,0.0,0.694100719628,3,0.0,0.556401858998,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
198,0.0,0.749982470997,2,0.0,0.526960725245,1,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
159,0.0,0.483106967958,2,0.0,0.43881926966,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
275,0.0,0.573595902184,2,0.0,0.894658512778,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
141,0.0,0.93246221727,3,0.0,0.810725321567,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
173,0.0,0.0,4,0.0,0.862683386414,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
203,0.0,0.586132024189,5,0.0,0.703755788738,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
203,0.0,0.60609019318,4,0.0,0.274144973785,0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
230,0.0,0.801731335549,5,0.0,0.129582617236,0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
168,0.0,0.589119714762,4,0.0,0.475901903919,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
183,0.0,0.716132845639,3,0.0,0.786998508273,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
246,0.0,0.328416715168,5,0.0,0.461553348758,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
209,0.0,0.707901456874,5,0.0,0.831582239545,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
224,0.0,1.0,3,0.0,0.527417463367,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
143,0.0,0.583222823704,2,0.0,0.477948490242,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
140,0.0,0.999150412396,2,0.0,0.503040551037,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
212,0.0,0.789082021068,3,0.0,0.725231676188,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
156,0.0,0.50256282621,3,0.0,0.63550328871,0,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
186,0.0,0.859763957297,3,0.0,0.72966753059,0,2.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
162,0.0,0.502258814493,3,0.0,0.800482237797,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
158,0.0,0.543576313346,2,0.0,0.352520082651,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
156,0.0,0.0,3,0.0,0.549054592827,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
283,0.0,0.0,3,0.0,0.55000365191,0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
113,0.0,0.511793620362,4,0.0,0.632133263962,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
214,1.0,0.0,4,0.0,0.96940778655,0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
181,1.0,0.674893831177,3,0.0,0.547941153654,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
140,0.0,0.801322765258,4,0.0,0.526745455356,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
184,0.0,0.918450089622,4,0.0,0.914882604937,0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
168,1.0,0.389626690049,3,0.0,0.394051564841,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
146,0.0,0.55743729675,2,0.0,0.471104658609,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
251,0.0,0.871911091013,4,0.0,0.69605347067,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
219,0.0,1.0,5,0.0,0.734579415209,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
170,0.0,0.518013684148,2,0.0,0.352082285557,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
187,0.0,0.680370266157,4,0.0,0.1891154715,0,5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
207,0.0,0.495033514598,3,0.0,0.576405944943,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
165,0.0,0.598530648395,5,0.0,0.769536380891,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
241,0.0,0.766544820877,3,0.0,0.851892327123,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
139,0.0,0.0,4,0.0,0.771816992189,0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
165,0.0,0.838420070517,3,0.0,0.59824818897,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
167,0.0,0.625649373344,5,0.0,0.487113849919,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
163,0.0,0.927717667159,4,0.0,0.792414076414,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
161,0.0,0.695097614045,2,0.0,0.611688696654,0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
271,0.0,0.96930400526,6,0.0,0.172048602687,1,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
310,0.0,0.858179169027,7,0.0,0.14712496977,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
257,0.0,0.725018808946,4,0.0,0.762030408475,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
278,0.0,0.862236739522,7,0.0,0.0979844302499,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
229,0.0,0.630154827545,3,0.0,0.0815637410362,0,6.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
186,0.0,0.560171575754,3,0.0,0.736063189186,0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
211,0.0,0.947729025431,4,0.0,0.355979751381,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
248,0.0,0.0,4,0.0,0.62362639988,0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
231,1.0,0.0,3,0.0,0.74538874343,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
266,0.0,0.872041703232,3,0.0,0.694190317681,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
135,0.0,0.451192121989,2,0.0,0.391651859939,1,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
248,0.0,1.0,5,0.0,0.700604105528,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
161,0.0,0.725723556158,4,0.0,0.785723886722,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
212,0.0,0.872785533979,3,0.0,0.531863130276,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
103,0.0,0.583870365374,3,0.0,0.381824395741,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
160,0.0,0.890712724018,3,0.0,0.761765030332,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
268,0.0,0.797235381041,5,0.0,0.851411583712,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
116,1.0,0.845078318802,4,0.0,0.309868647222,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
150,0.0,0.559400039223,2,0.0,0.444263576884,1,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
146,0.0,0.500957306437,2,0.0,0.411233749144,1,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
215,0.0,0.421692216116,6,0.0,0.606946725712,0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
194,0.0,0.534309122293,5,0.0,0.969190797803,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
200,0.0,0.425131894498,5,0.0,0.565407293567,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
213,0.0,0.770463824334,3,0.0,0.543262177395,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
163,0.0,0.905180515303,3,0.0,0.93331321955,0,2.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
148,0.0,0.47302692426,2,0.0,0.443427763613,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
245,0.0,0.506201222856,2,0.0,0.454911641867,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
250,0.0,0.873045465289,3,0.0,0.5534421048,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
250,1.0,0.828825763738,5,0.0,0.832955695628,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
173,0.0,0.725963978215,2,0.0,0.452392397848,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
248,1.0,0.896942281485,4,0.0,0.741786835002,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
158,0.0,0.63554573583,5,0.0,0.956238933842,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
196,0.0,0.840207778701,4,0.0,0.468987245804,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
265,0.0,0.626653131615,3,0.0,0.906159310018,0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
159,0.0,0.868121020214,3,0.0,0.961235399317,0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
262,0.0,0.907731548868,5,0.0,0.972423058356,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
175,0.0,0.403619418352,3,0.0,0.2846772958,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
278,0.0,0.7778811669,7,0.0,0.114724686913,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
248,0.0,0.859383829667,5,0.0,0.933486376879,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
275,0.0,0.524095060049,3,0.0,0.63172969046,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
258,0.0,0.866158286663,5,0.0,0.293123234813,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
253,0.0,1.0,5,0.0,0.852952125868,1,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
165,0.0,0.643410636607,4,0.0,0.161553642486,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
269,1.0,0.767369069925,3,0.0,0.248522034985,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
148,0.0,0.538478484226,2,0.0,0.467529517276,1,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
156,1.0,0.950282237768,4,0.0,0.672060063083,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
274,1.0,0.811500420662,4,0.0,0.839058813805,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
196,1.0,1.0,3,0.0,0.705585358718,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
146,1.0,0.358995978401,3,0.0,0.623106482497,0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
274,0.0,0.489904811186,2,0.0,0.666894021832,1,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
139,0.0,0.519776982615,2,0.0,0.372463409943,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
132,0.0,0.437142715501,4,0.0,0.6312002898,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
231,1.0,0.615510631336,5,0.0,0.237030559811,0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
254,0.0,0.547034374298,4,0.0,0.50542191225,1,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
189,0.0,0.539467271436,4,0.0,0.831444386447,0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
104,0.0,0.789125351256,5,0.0,0.780337175913,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
254,0.0,0.87085642319,4,0.0,0.829745630485,1,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
253,0.0,0.557354737359,5,0.0,0.729650605495,0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
170,0.0,0.661489034844,2,0.0,0.48690010474,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
195,0.0,0.690941338393,3,0.0,0.87212292845,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
255,0.0,0.560749082033,5,0.0,0.79270387677,0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
194,0.0,0.864980947885,4,0.0,0.547342771376,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
260,0.0,0.879114107825,5,0.0,0.78934688115,1,5.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
212,1.0,0.420018285301,4,0.0,0.371534723609,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
219,0.0,0.0,5,0.0,0.933851070889,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
187,0.0,0.960285715039,4,0.0,0.681413302736,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
252,0.0,0.778952706862,4,0.0,0.770546467945,0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
281,0.0,0.53193675887,4,0.0,0.190744825973,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
163,0.0,0.615938074083,4,0.0,0.947393875335,0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
155,0.0,0.897609838916,3,0.0,0.946144709958,0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
208,0.0,0.602807580192,4,1.0,0.894854282967,0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
280,0.0,0.948757981958,6,0.0,0.15219272264,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
137,0.0,0.874794039016,3,0.0,1.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
242,0.0,0.931466716564,4,0.0,0.635757610027,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
229,0.0,0.667988995759,2,0.0,0.893746528107,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
269,0.0,0.874320460481,6,0.0,0.0413017122352,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
173,0.0,0.723364872759,5,0.0,0.534218145207,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
153,0.0,0.588430038133,5,0.0,0.546394857992,1,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
282,0.0,0.981290494137,6,0.0,0.0635892582279,1,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
233,0.0,0.543301856706,4,0.0,0.581044902784,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
275,0.0,0.396084594976,3,0.0,0.21891461663,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
179,0.0,0.568593436749,3,0.0,0.716163504506,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
195,0.0,0.836247905516,5,0.0,0.783391446738,0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
206,0.0,0.582062893837,2,0.0,0.784731507431,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
239,0.0,0.919373591281,4,0.0,0.829871872261,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
208,1.0,0.816689813888,4,0.0,0.834378675314,0,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
150,0.0,0.676225844419,3,0.0,0.29292957209,0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
219,0.0,0.0,4,0.0,0.873812695338,0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
172,0.0,0.0,5,0.0,0.326353372,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
201,0.0,0.7256709052,3,0.0,0.750231784237,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
222,0.0,0.96484757892,5,1.0,0.889826977229,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
228,0.0,1.0,2,0.0,0.248174994435,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
198,0.0,0.95419104642,2,0.0,0.583854409074,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
146,0.0,0.505558308329,2,0.0,0.42032739552,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
219,0.0,0.885765849891,6,0.0,0.294741730228,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
257,0.0,0.831322416354,5,0.0,0.995278006605,0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
124,0.0,0.640118804888,3,0.0,0.638738856094,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
208,0.0,0.883595218489,4,0.0,0.925668187885,0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
129,0.0,0.402660372147,2,0.0,0.437359473406,1,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
