InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536532,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,12/1/10 13:24,3.95,12433.0,Norway
536532,21982,PACK OF 12 SUKI TISSUES ,48,12/1/10 13:24,0.29,12433.0,Norway
536532,21981,PACK OF 12 WOODLAND TISSUES ,48,12/1/10 13:24,0.29,12433.0,Norway
536532,21967,PACK OF 12 SKULL TISSUES,48,12/1/10 13:24,0.29,12433.0,Norway
536532,22092,BLUE PAISLEY TISSUE BOX,12,12/1/10 13:24,1.25,12433.0,Norway
536532,21983,PACK OF 12 BLUE PAISLEY TISSUES ,48,12/1/10 13:24,0.29,12433.0,Norway
536532,22615,PACK OF 12 CIRCUS PARADE TISSUES ,48,12/1/10 13:24,0.29,12433.0,Norway
536532,21980,PACK OF 12 RED RETROSPOT TISSUES ,48,12/1/10 13:24,0.29,12433.0,Norway
536532,22614,PACK OF 12 SPACEBOY TISSUES,48,12/1/10 13:24,0.29,12433.0,Norway
536532,22095,LADS ONLY TISSUE BOX,12,12/1/10 13:24,1.25,12433.0,Norway
536532,22094,RED RETROSPOT TISSUE BOX,12,12/1/10 13:24,1.25,12433.0,Norway
536532,21984,PACK OF 12 PINK PAISLEY TISSUES ,48,12/1/10 13:24,0.29,12433.0,Norway
536532,22557,PLASTERS IN TIN VINTAGE PAISLEY ,36,12/1/10 13:24,1.65,12433.0,Norway
536532,21786,POLKADOT RAIN HAT ,24,12/1/10 13:24,0.42,12433.0,Norway
536532,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,36,12/1/10 13:24,0.85,12433.0,Norway
536532,22963,JAM JAR WITH GREEN LID,12,12/1/10 13:24,0.85,12433.0,Norway
536532,22962,JAM JAR WITH PINK LID,12,12/1/10 13:24,0.85,12433.0,Norway
536532,22961,JAM MAKING SET PRINTED,24,12/1/10 13:24,1.45,12433.0,Norway
536532,84375,SET OF 20 KIDS COOKIE CUTTERS,24,12/1/10 13:24,2.1,12433.0,Norway
536532,22966,GINGERBREAD MAN COOKIE CUTTER,24,12/1/10 13:24,1.25,12433.0,Norway
536532,21874,GIN AND TONIC MUG,24,12/1/10 13:24,1.25,12433.0,Norway
536532,21873,IF YOU CAN'T STAND THE HEAT MUG,24,12/1/10 13:24,1.25,12433.0,Norway
536532,21870,I CAN ONLY PLEASE ONE PERSON MUG,24,12/1/10 13:24,1.25,12433.0,Norway
536532,22956,36 FOIL HEART CAKE CASES,12,12/1/10 13:24,2.1,12433.0,Norway
536532,84050,PINK HEART SHAPE EGG FRYING PAN,72,12/1/10 13:24,1.25,12433.0,Norway
536532,84991,60 TEATIME FAIRY CAKE CASES,24,12/1/10 13:24,0.55,12433.0,Norway
536532,84992,72 SWEETHEART FAIRY CAKE CASES,24,12/1/10 13:24,0.55,12433.0,Norway
536532,21213,PACK OF 72 SKULL CAKE CASES,24,12/1/10 13:24,0.55,12433.0,Norway
536532,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/1/10 13:24,0.55,12433.0,Norway
536532,21212,PACK OF 72 RETROSPOT CAKE CASES,24,12/1/10 13:24,0.55,12433.0,Norway
536532,22198,LARGE POPCORN HOLDER ,48,12/1/10 13:24,1.65,12433.0,Norway
536532,22197,SMALL POPCORN HOLDER,72,12/1/10 13:24,0.85,12433.0,Norway
536532,22315,200 RED + WHITE BENDY STRAWS,12,12/1/10 13:24,1.25,12433.0,Norway
536532,22667,RECIPE BOX RETROSPOT ,12,12/1/10 13:24,2.95,12433.0,Norway
536532,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,12/1/10 13:24,2.95,12433.0,Norway
536532,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,12,12/1/10 13:24,2.95,12433.0,Norway
536532,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,12/1/10 13:24,1.49,12433.0,Norway
536532,22567,20 DOLLY PEGS RETROSPOT,24,12/1/10 13:24,1.25,12433.0,Norway
536532,85150,LADIES & GENTLEMEN METAL SIGN,12,12/1/10 13:24,2.55,12433.0,Norway
536532,21166,COOK WITH WINE METAL SIGN ,12,12/1/10 13:24,1.95,12433.0,Norway
536532,85152,HAND OVER THE CHOCOLATE   SIGN ,24,12/1/10 13:24,2.1,12433.0,Norway
536532,82600,NO SINGING METAL SIGN,24,12/1/10 13:24,2.1,12433.0,Norway
536532,21733,RED HANGING HEART T-LIGHT HOLDER,6,12/1/10 13:24,2.95,12433.0,Norway
536532,20685,DOORMAT RED RETROSPOT,2,12/1/10 13:24,7.95,12433.0,Norway
536532,22842,BISCUIT TIN VINTAGE RED,6,12/1/10 13:24,6.75,12433.0,Norway
536532,22494,EMERGENCY FIRST AID TIN ,24,12/1/10 13:24,1.25,12433.0,Norway
536532,21260,FIRST AID TIN,12,12/1/10 13:24,3.25,12433.0,Norway
536840,22961,JAM MAKING SET PRINTED,12,12/2/10 18:27,1.45,12738.0,Germany
536840,22962,JAM JAR WITH PINK LID,12,12/2/10 18:27,0.85,12738.0,Germany
536840,22963,JAM JAR WITH GREEN LID,12,12/2/10 18:27,0.85,12738.0,Germany
536840,22776,SWEETHEART CAKESTAND 3 TIER,1,12/2/10 18:27,9.95,12738.0,Germany
536840,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,12/2/10 18:27,0.55,12738.0,Germany
536840,22077,6 RIBBONS RUSTIC CHARM,12,12/2/10 18:27,1.65,12738.0,Germany
536840,22215,CAKE STAND WHITE TWO TIER LACE,2,12/2/10 18:27,8.5,12738.0,Germany
536840,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/2/10 18:27,0.55,12738.0,Germany
536840,84991,60 TEATIME FAIRY CAKE CASES,24,12/2/10 18:27,0.55,12738.0,Germany
536840,21212,PACK OF 72 RETROSPOT CAKE CASES,24,12/2/10 18:27,0.55,12738.0,Germany
536840,POST,POSTAGE,1,12/2/10 18:27,18.0,12738.0,Germany
536852,22549,PICTURE DOMINOES,12,12/3/10 9:51,1.45,12686.0,France
536852,22544,MINI JIGSAW SPACEBOY,24,12/3/10 9:51,0.42,12686.0,France
536852,22539,MINI JIGSAW DOLLY GIRL,24,12/3/10 9:51,0.42,12686.0,France
536852,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,12/3/10 9:51,0.85,12686.0,France
536852,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,12/3/10 9:51,1.25,12686.0,France
536852,21786,POLKADOT RAIN HAT ,24,12/3/10 9:51,0.42,12686.0,France
536852,POST,POSTAGE,1,12/3/10 9:51,18.0,12686.0,France
536858,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,30,12/3/10 10:36,2.95,13520.0,Switzerland
536858,22554,PLASTERS IN TIN WOODLAND ANIMALS,36,12/3/10 10:36,1.65,13520.0,Switzerland
536858,21731,RED TOADSTOOL LED NIGHT LIGHT,24,12/3/10 10:36,1.65,13520.0,Switzerland
536858,20677,PINK POLKADOT BOWL,16,12/3/10 10:36,1.25,13520.0,Switzerland
536858,20750,RED RETROSPOT MINI CASES,2,12/3/10 10:36,7.95,13520.0,Switzerland
536858,POST,POSTAGE,2,12/3/10 10:36,40.0,13520.0,Switzerland
536861,22149,FELTCRAFT 6 FLOWER FRIENDS,6,12/3/10 10:44,2.1,12427.0,Germany
536861,22077,6 RIBBONS RUSTIC CHARM,12,12/3/10 10:44,1.65,12427.0,Germany
536861,21249,WOODLAND  HEIGHT CHART STICKERS ,6,12/3/10 10:44,2.95,12427.0,Germany
536861,22636,CHILDS BREAKFAST SET CIRCUS PARADE,8,12/3/10 10:44,7.65,12427.0,Germany
536861,22634,CHILDS BREAKFAST SET SPACEBOY ,8,12/3/10 10:44,8.5,12427.0,Germany
536861,22301,COFFEE MUG CAT + BIRD DESIGN,6,12/3/10 10:44,2.55,12427.0,Germany
536861,22300,COFFEE MUG DOG + BALL DESIGN,6,12/3/10 10:44,2.55,12427.0,Germany
536861,21328,BALLOONS  WRITING SET ,12,12/3/10 10:44,1.65,12427.0,Germany
536861,21329,DINOSAURS  WRITING SET ,12,12/3/10 10:44,1.65,12427.0,Germany
536861,POST,POSTAGE,3,12/3/10 10:44,18.0,12427.0,Germany
536885,21832,CHOCOLATE CALCULATOR,24,12/3/10 11:42,1.65,,EIRE
536885,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,12/3/10 11:42,6.75,,EIRE
536885,48184,DOORMAT ENGLISH ROSE ,10,12/3/10 11:42,6.75,,EIRE
536885,22837,HOT WATER BOTTLE BABUSHKA ,24,12/3/10 11:42,4.65,,EIRE
536885,22632,HAND WARMER RED RETROSPOT,12,12/3/10 11:42,2.1,,EIRE
536885,22834,HAND WARMER BABUSHKA DESIGN,12,12/3/10 11:42,2.1,,EIRE
536885,22867,HAND WARMER BIRD DESIGN,12,12/3/10 11:42,2.1,,EIRE
536885,22865,HAND WARMER OWL DESIGN,12,12/3/10 11:42,2.1,,EIRE
536885,22866,HAND WARMER SCOTTY DOG DESIGN,12,12/3/10 11:42,2.1,,EIRE
536885,22312,OFFICE MUG WARMER POLKADOT,36,12/3/10 11:42,2.95,,EIRE
536885,51014C,"FEATHER PEN,COAL BLACK",36,12/3/10 11:42,0.85,,EIRE
536944,22383,LUNCH BAG SUKI  DESIGN ,70,12/3/10 12:20,1.65,12557.0,Spain
536944,22384,LUNCH BAG PINK POLKADOT,100,12/3/10 12:20,1.45,12557.0,Spain
536944,20727,LUNCH BAG  BLACK SKULL.,60,12/3/10 12:20,1.65,12557.0,Spain
536944,20725,LUNCH BAG RED RETROSPOT,70,12/3/10 12:20,1.65,12557.0,Spain
536944,20728,LUNCH BAG CARS BLUE,100,12/3/10 12:20,1.45,12557.0,Spain
536967,POST,POSTAGE,1,12/3/10 12:57,18.0,12600.0,Germany
536967,85099B,JUMBO BAG RED RETROSPOT,30,12/3/10 12:57,1.95,12600.0,Germany
536971,21733,RED HANGING HEART T-LIGHT HOLDER,32,12/3/10 13:40,2.55,12779.0,Poland
536971,21232,STRAWBERRY CERAMIC TRINKET BOX,24,12/3/10 13:40,1.25,12779.0,Poland
536971,37446,MINI CAKE STAND WITH HANGING CAKES,8,12/3/10 13:40,1.45,12779.0,Poland
536971,37448,CERAMIC CAKE DESIGN SPOTTED MUG,24,12/3/10 13:40,1.49,12779.0,Poland
536971,21700,BIG DOUGHNUT FRIDGE MAGNETS,24,12/3/10 13:40,0.85,12779.0,Poland
536971,22844,VINTAGE CREAM DOG FOOD CONTAINER,4,12/3/10 13:40,8.5,12779.0,Poland
536971,22961,JAM MAKING SET PRINTED,12,12/3/10 13:40,1.45,12779.0,Poland
536971,22969,HOMEMADE JAM SCENTED CANDLES,12,12/3/10 13:40,1.45,12779.0,Poland
536974,15056BL,EDWARDIAN PARASOL BLACK,9,12/3/10 13:59,5.95,12682.0,France
536974,15056P,EDWARDIAN PARASOL PINK,3,12/3/10 13:59,5.95,12682.0,France
536974,20679,EDWARDIAN PARASOL RED,6,12/3/10 13:59,5.95,12682.0,France
536974,21915,RED  HARMONICA IN BOX ,12,12/3/10 13:59,1.25,12682.0,France
536974,22659,LUNCH BOX I LOVE LONDON,12,12/3/10 13:59,1.95,12682.0,France
536974,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,12/3/10 13:59,2.55,12682.0,France
536974,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,12/3/10 13:59,1.25,12682.0,France
536974,22027,TEA PARTY BIRTHDAY CARD,12,12/3/10 13:59,0.42,12682.0,France
536974,20749,ASSORTED COLOUR MINI CASES,2,12/3/10 13:59,7.95,12682.0,France
536974,20750,RED RETROSPOT MINI CASES,2,12/3/10 13:59,7.95,12682.0,France
536974,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,12/3/10 13:59,0.85,12682.0,France
536974,22748,POPPY'S PLAYHOUSE KITCHEN,6,12/3/10 13:59,2.1,12682.0,France
536974,22080,RIBBON REEL POLKADOTS ,10,12/3/10 13:59,1.65,12682.0,France
536974,20725,LUNCH BAG RED RETROSPOT,10,12/3/10 13:59,1.65,12682.0,France
536974,20726,LUNCH BAG WOODLAND,10,12/3/10 13:59,1.65,12682.0,France
536974,POST,POSTAGE,2,12/3/10 13:59,18.0,12682.0,France
536983,22331,WOODLAND PARTY BAG + STICKER SET,8,12/3/10 14:30,1.65,12712.0,Germany
536983,22865,HAND WARMER OWL DESIGN,12,12/3/10 14:30,2.1,12712.0,Germany
536983,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,12/3/10 14:30,8.5,12712.0,Germany
536983,22926,IVORY GIANT GARDEN THERMOMETER,4,12/3/10 14:30,5.95,12712.0,Germany
536983,22914,BLUE COAT RACK PARIS FASHION,3,12/3/10 14:30,4.95,12712.0,Germany
536983,84849D,HOT BATHS SOAP HOLDER,12,12/3/10 14:30,1.69,12712.0,Germany
536983,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,12/3/10 14:30,2.95,12712.0,Germany
536983,16016,LARGE CHINESE STYLE SCISSOR,10,12/3/10 14:30,0.85,12712.0,Germany
536983,POST,POSTAGE,1,12/3/10 14:30,18.0,12712.0,Germany
536990,21992,VINTAGE PAISLEY STATIONERY SET,6,12/3/10 15:14,2.95,12793.0,Portugal
536990,22383,LUNCH BAG SUKI  DESIGN ,10,12/3/10 15:14,1.65,12793.0,Portugal
536990,20728,LUNCH BAG CARS BLUE,14,12/3/10 15:14,1.65,12793.0,Portugal
536990,20658,RED RETROSPOT LUGGAGE TAG,12,12/3/10 15:14,1.25,12793.0,Portugal
536990,20669,RED HEART LUGGAGE TAG,12,12/3/10 15:14,1.25,12793.0,Portugal
536990,POST,POSTAGE,1,12/3/10 15:14,28.0,12793.0,Portugal
536990,20726,LUNCH BAG WOODLAND,10,12/3/10 15:14,1.65,12793.0,Portugal
537022,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,12/3/10 15:45,1.25,12725.0,Italy
537022,21287,SCENTED VELVET LOUNGE CANDLE ,12,12/3/10 15:45,1.25,12725.0,Italy
537022,79337,BLUE FLOCK GLASS CANDLEHOLDER,6,12/3/10 15:45,1.65,12725.0,Italy
537022,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,12,12/3/10 15:45,1.25,12725.0,Italy
537022,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,6,12/3/10 15:45,2.1,12725.0,Italy
537022,22809,SET OF 6 T-LIGHTS SANTA,6,12/3/10 15:45,2.95,12725.0,Italy
537022,22810,SET OF 6 T-LIGHTS SNOWMEN,6,12/3/10 15:45,2.95,12725.0,Italy
537022,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,12/3/10 15:45,1.25,12725.0,Italy
537022,22307,GOLD MUG BONE CHINA TREE OF LIFE,6,12/3/10 15:45,1.95,12725.0,Italy
537022,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,24,12/3/10 15:45,0.65,12725.0,Italy
537022,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,6,12/3/10 15:45,4.25,12725.0,Italy
537022,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,4,12/3/10 15:45,4.25,12725.0,Italy
537022,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,12/3/10 15:45,4.25,12725.0,Italy
537022,85034A,3 GARDENIA MORRIS BOXED CANDLES,4,12/3/10 15:45,4.25,12725.0,Italy
537022,85035C,ROSE 3 WICK MORRIS BOX CANDLE,4,12/3/10 15:45,4.25,12725.0,Italy
537022,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,6,12/3/10 15:45,4.25,12725.0,Italy
537022,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,4,12/3/10 15:45,4.25,12725.0,Italy
537022,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,4,12/3/10 15:45,4.25,12725.0,Italy
537022,85034C,3 ROSE MORRIS BOXED CANDLES,4,12/3/10 15:45,4.25,12725.0,Italy
537022,72741,GRAND CHOCOLATECANDLE,9,12/3/10 15:45,1.45,12725.0,Italy
537022,84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,12/3/10 15:45,5.95,12725.0,Italy
537022,22697,GREEN REGENCY TEACUP AND SAUCER,6,12/3/10 15:45,2.95,12725.0,Italy
537022,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,3,12/3/10 15:45,4.65,12725.0,Italy
537022,POST,POSTAGE,2,12/3/10 15:45,28.0,12725.0,Italy
537026,84375,SET OF 20 KIDS COOKIE CUTTERS,12,12/3/10 16:35,2.1,12395.0,Belgium
537026,21217,RED RETROSPOT ROUND CAKE TINS,2,12/3/10 16:35,9.95,12395.0,Belgium
537026,21212,PACK OF 72 RETROSPOT CAKE CASES,120,12/3/10 16:35,0.42,12395.0,Belgium
537026,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,12/3/10 16:35,0.42,12395.0,Belgium
537026,22417,PACK OF 60 SPACEBOY CAKE CASES,120,12/3/10 16:35,0.42,12395.0,Belgium
537026,21975,PACK OF 60 DINOSAUR CAKE CASES,48,12/3/10 16:35,0.55,12395.0,Belgium
537026,21976,PACK OF 60 MUSHROOM CAKE CASES,48,12/3/10 16:35,0.55,12395.0,Belgium
537026,22551,PLASTERS IN TIN SPACEBOY,12,12/3/10 16:35,1.65,12395.0,Belgium
537026,85099B,JUMBO BAG RED RETROSPOT,10,12/3/10 16:35,1.95,12395.0,Belgium
537026,22355,CHARLOTTE BAG SUKI DESIGN,10,12/3/10 16:35,0.85,12395.0,Belgium
537026,84992,72 SWEETHEART FAIRY CAKE CASES,24,12/3/10 16:35,0.55,12395.0,Belgium
537026,POST,POSTAGE,2,12/3/10 16:35,18.0,12395.0,Belgium
537065,22837,HOT WATER BOTTLE BABUSHKA ,8,12/5/10 11:57,4.65,12567.0,France
537065,22846,BREAD BIN DINER STYLE RED ,1,12/5/10 11:57,16.95,12567.0,France
537065,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,12/5/10 11:57,1.25,12567.0,France
537065,22968,ROSE COTTAGE KEEPSAKE BOX ,8,12/5/10 11:57,8.5,12567.0,France
537065,84678,CLASSICAL ROSE SMALL VASE,6,12/5/10 11:57,2.55,12567.0,France
537065,20665,RED RETROSPOT PURSE ,6,12/5/10 11:57,2.95,12567.0,France
537065,21786,POLKADOT RAIN HAT ,24,12/5/10 11:57,0.42,12567.0,France
537065,21787,RAIN PONCHO RETROSPOT,24,12/5/10 11:57,0.85,12567.0,France
537065,20750,RED RETROSPOT MINI CASES,6,12/5/10 11:57,7.95,12567.0,France
537065,20749,ASSORTED COLOUR MINI CASES,2,12/5/10 11:57,7.95,12567.0,France
537065,21774,DECORATIVE CATS BATHROOM BOTTLE,12,12/5/10 11:57,1.25,12567.0,France
537065,21121,SET/10 RED POLKADOT PARTY CANDLES,24,12/5/10 11:57,1.25,12567.0,France
537065,21439,BASKET OF TOADSTOOLS,12,12/5/10 11:57,1.25,12567.0,France
537065,47566,PARTY BUNTING,5,12/5/10 11:57,4.65,12567.0,France
537065,22727,ALARM CLOCK BAKELIKE RED ,4,12/5/10 11:57,3.75,12567.0,France
537065,22726,ALARM CLOCK BAKELIKE GREEN,4,12/5/10 11:57,3.75,12567.0,France
537065,22728,ALARM CLOCK BAKELIKE PINK,4,12/5/10 11:57,3.75,12567.0,France
537065,22729,ALARM CLOCK BAKELIKE ORANGE,4,12/5/10 11:57,3.75,12567.0,France
537065,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,12/5/10 11:57,1.65,12567.0,France
537065,22467,GUMBALL COAT RACK,6,12/5/10 11:57,2.55,12567.0,France
537065,22318,FIVE HEART HANGING DECORATION,6,12/5/10 11:57,2.95,12567.0,France
537065,21195,PINK  HONEYCOMB PAPER BALL ,6,12/5/10 11:57,2.1,12567.0,France
537065,20725,LUNCH BAG RED RETROSPOT,10,12/5/10 11:57,1.65,12567.0,France
537065,20726,LUNCH BAG WOODLAND,20,12/5/10 11:57,1.65,12567.0,France
