12398,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1
12399,0,0,0,1,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,4
12401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12405,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1
12406,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,2,1,0,0,0
12407,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
12408,0,3,0,0,1,0,2,0,2,0,0,2,2,3,0,1,1,0,2,4
12409,0,0,2,0,1,0,2,0,0,0,2,1,0,0,0,0,2,2,1,0
12410,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
12412,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
12413,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2
12414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
12417,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,9
12418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12420,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
12422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12423,0,0,0,0,1,0,1,0,3,1,0,0,1,3,1,0,1,0,3,8
12424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12425,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12426,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
12427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
12428,1,0,1,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6
12429,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,3
12430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12431,0,0,0,1,1,2,1,0,2,3,0,0,1,2,5,0,0,1,2,2
12432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
12433,2,1,0,2,0,0,0,0,0,0,3,2,0,0,0,2,2,0,0,0
12434,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12437,0,1,0,3,0,1,0,0,3,1,3,2,1,0,2,1,3,6,3,15
12438,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,2,2,2,2
12441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
12445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12446,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12447,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1
12448,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12449,0,3,0,0,0,2,0,2,0,1,0,1,3,4,1,0,1,0,4,4
12450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12451,0,0,1,3,2,2,3,1,0,2,2,4,3,0,3,2,3,0,3,1
12452,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2
12453,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12455,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
12456,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,3
12457,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,3
12458,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2
12461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
12463,0,3,0,0,0,2,0,0,1,0,0,0,3,0,2,0,0,2,4,4
12464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
12465,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2
12468,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2
12471,10,0,0,1,0,0,2,0,3,0,1,3,0,0,8,6,7,11,4,20
12472,1,0,0,0,0,1,3,2,2,0,0,2,5,3,3,4,3,6,6,7
12473,0,0,0,2,1,2,0,0,0,1,0,1,0,2,0,1,2,0,2,3
12474,0,0,2,3,0,0,7,0,3,0,0,7,4,9,2,6,6,2,9,16
12475,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1
12476,0,0,1,1,0,0,0,1,0,0,0,0,1,2,0,3,0,4,0,9
12477,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
12478,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
12479,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12480,0,0,0,0,0,0,1,1,0,0,0,1,2,2,0,1,1,2,3,4
12481,4,0,1,0,0,0,2,0,0,0,0,2,0,3,1,5,2,0,3,8
12483,0,0,0,0,0,1,1,0,3,1,0,0,0,3,4,0,0,0,2,7
12484,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,4
12488,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,1
12489,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
12490,0,0,2,3,5,3,3,2,5,4,0,1,2,3,5,1,0,0,3,10
12491,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
12492,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
12493,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
12494,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,6
12497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12498,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
12500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
12501,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1
12502,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5
12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
12508,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12510,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2
12512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12513,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
12514,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
12515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12516,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
12517,0,0,1,0,2,2,0,1,1,2,2,3,2,1,2,1,3,0,3,3
12518,0,1,0,0,0,0,0,0,2,0,0,3,2,3,1,2,1,0,3,5
12519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
12520,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,3,3,5
12521,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
12523,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
12524,0,0,0,0,0,3,0,0,0,2,0,1,1,0,0,1,1,0,1,8
12526,0,0,1,0,0,1,1,1,0,0,0,1,0,2,2,1,1,0,2,3
12527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,6
12530,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4
12531,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
12532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12536,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0
12538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12539,4,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,3,0,0
12540,0,2,0,3,0,0,0,0,0,1,6,1,5,2,0,6,2,6,3,17
12541,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
12546,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
12547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12550,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
12551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12553,0,0,2,1,7,0,0,0,2,6,0,0,0,0,6,2,4,0,0,9
12556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
12557,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
12558,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12560,1,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,1,2
12561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12562,0,2,3,0,2,4,2,1,4,3,0,0,3,0,1,1,1,0,1,7
12564,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
12565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12567,1,2,1,1,1,6,0,2,1,5,1,2,1,3,2,3,3,2,4,8
12569,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,31
12571,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
12572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
12573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12578,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,2
12579,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1
12580,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
12581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12582,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
12583,0,0,0,6,0,0,3,2,2,0,2,3,2,1,4,5,3,0,7,15
12584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12585,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2
12586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
12590,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
12591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12592,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2
12593,0,2,0,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,1
12594,0,0,4,0,0,3,2,0,2,0,0,0,0,1,0,3,2,0,4,4
12596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
12597,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,2,1,0,4
12598,0,2,0,0,0,0,3,1,2,0,1,4,1,0,1,4,4,1,0,5
12599,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
12600,0,0,0,0,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,10
12601,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
12602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12604,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12607,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
12609,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3
12610,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4
12611,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
12612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12613,2,0,2,0,1,0,0,0,1,0,0,2,0,2,0,3,3,1,3,4
12614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12615,2,1,0,0,2,0,0,3,3,1,0,0,1,0,1,0,0,0,0,4
12616,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,2,0,1,2
12617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12619,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,7
12620,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1
12621,2,1,0,0,3,4,5,3,3,4,4,1,4,6,3,0,0,5,9,18
12622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12623,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
12624,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2
12625,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2
12626,1,2,2,1,3,1,0,0,1,1,0,3,2,2,1,0,2,1,2,9
12627,0,0,1,1,2,4,2,0,0,2,0,3,3,0,1,1,4,3,4,6
12628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
12630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
12631,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
12633,0,0,3,0,2,0,0,0,1,0,1,0,0,3,1,1,0,0,3,4
12635,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
12637,0,1,0,2,3,4,0,2,0,2,0,6,5,3,0,7,8,1,6,3
12638,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
12639,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
12641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12643,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6
12644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12645,0,1,1,0,0,1,2,0,0,0,1,3,0,3,1,2,2,0,2,4
12646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12647,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,12
12648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12649,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,2
12650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12652,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
12653,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0
12654,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,2,1,1,1,4
12656,0,3,2,0,2,4,0,1,1,4,0,1,4,1,0,0,1,1,3,5
12657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3
12658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
12662,0,0,3,0,0,3,6,7,0,0,0,0,0,4,0,1,1,0,7,10
12664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
12665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12667,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
12668,0,0,0,0,0,0,0,2,0,0,0,1,1,2,2,0,1,0,2,4
12669,0,1,0,0,0,1,1,0,0,0,1,1,1,2,0,1,1,0,1,2
12670,0,0,0,0,0,1,0,2,4,3,0,2,2,2,2,3,1,0,1,5
12672,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12673,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
12674,0,1,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,4,4
12676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
12678,2,0,0,2,0,0,0,0,3,1,2,3,1,1,0,3,3,0,1,8
12679,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,4
12680,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,3
12681,4,0,2,4,1,0,4,9,5,1,4,1,1,5,14,10,7,5,8,22
12682,6,2,1,1,3,8,0,10,13,8,4,6,0,5,8,8,6,5,5,29
12683,1,4,0,5,0,1,0,0,0,0,2,1,3,5,1,0,0,3,0,13
12684,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,3,0,0,0,6
12685,1,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,2,2,2,6
12686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12688,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0
12689,0,0,0,0,1,1,2,0,1,1,0,2,0,0,2,0,2,0,0,2
12690,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
12691,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,5
12693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
12694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
12695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12700,0,2,0,0,1,1,1,2,1,1,1,3,2,1,1,3,2,3,1,4
12701,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,2,2
12702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12704,0,0,0,1,2,1,0,2,4,0,0,0,0,0,4,2,2,0,0,7
12705,0,0,0,1,1,2,5,1,1,2,1,0,2,5,2,1,1,3,5,6
12707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12708,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,2,2,2,7,10
12709,4,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5
12710,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
12712,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
12713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12714,0,0,0,1,0,0,0,1,3,1,0,1,0,2,2,2,0,1,2,5
12715,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12716,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2
12717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12720,6,0,0,4,4,2,2,0,0,2,3,0,0,2,1,1,2,0,6,12
12721,0,2,0,1,3,2,0,0,1,1,1,1,2,0,3,1,2,1,0,6
12722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12723,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1
12724,0,1,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,1,4
12725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12726,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
12727,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7
12728,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,2,0,4
12729,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
12731,0,6,5,0,0,0,0,0,2,9,1,2,7,0,0,0,3,4,0,1
12732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12735,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2
12736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12738,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12739,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
12740,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
12743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12744,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
12750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
